Name,Canal,Division,Circle,Zone,Lat,Long,Structure Type
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.8978552,71.05711293,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.89609698,71.05736489,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.89330431,71.05669216,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.88785366,71.05499471,Outlet
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.88651031,71.05472868,Bridge
4-R/AC Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.88634799,71.05453229,Disty
5-R/AC Disty,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.88623088,71.05450053,Disty
XR and VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.88604328,71.05460431,Bridge
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.87731367,71.05209629,Outlet
Foot Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.87409206,71.05101287,Bridge
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.86478193,71.04815396,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.86009011,71.04671249,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.85699032,71.04581589,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.84400241,71.04182325,Outlet
Outlet,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.83894024,71.04035751,Outlet
VR Bridge,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.82089354,71.03568676,Bridge
Out Fall,Abbasia Canal,Punjnad Headworks,Bahawalpur,Bahawalpur,28.76067707,70.98353018,Other
Head Regulator at RD 0+000,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.14411549,72.15131476,Regulator
DR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.14358705,72.15405625,Bridge
Silt Excluder-I,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.14307399,72.15481718,Other
Silt Excluder-II,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.14263953,72.15733158,Other
Pipe Line,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.13871309,72.17498074,Pipe line
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.13870344,72.17504627,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.10834203,72.18085342,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.0868527,72.17669992,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.07438033,72.17429851,Bridge
DR Bridge Jhang Road,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.06590044,72.17276694,Bridge
VR Bridge Link Road,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.06604771,72.17275842,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.0341241,72.17266514,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,31.01091086,72.17264935,Bridge
Hassu Wali Disty,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.99059229,72.1722925,Disty
Shorkot Disty,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.99042456,72.17240189,Disty
Cross Regulator and VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.99034464,72.17266119,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.9619173,72.17264589,Bridge
Outlet,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.93829692,72.1723867,Outlet
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.93609446,72.17269086,Bridge
Farid Mehmood Minor,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.92476196,72.17241353,Minor
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.92456237,72.17270555,Bridge
Rakh Bhangu Minor,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.89500594,72.18255094,Minor
Cross Regulator and VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.89438731,72.18314875,Bridge
Motorway Bridge M-4,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.87777663,72.18980202,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.87015833,72.1916233,Bridge
Kaki Right Minor,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.84435876,72.19748934,Minor
Kaki Left Minor,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.84419633,72.19802072,Minor
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.84411837,72.19783629,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.8320922,72.20201683,Bridge
Gagh Disty,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.81100832,72.2124435,Disty
Basira Disty,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.81082009,72.2125453,Disty
Darkhana Disty,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.81074223,72.21261192,Disty
Reclamation Minor,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.81092973,72.21301304,Minor
Cross Regulator and VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.81077086,72.21287399,Bridge
DR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.7998464,72.2184807,Bridge
Railway Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.77402356,72.23557969,Bridge
Pipe Line,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.7582824,72.24481564,Pipe line
Pipe Line,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.75823827,72.2448289,Pipe line
Pipe Line,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.75814411,72.2448616,Pipe line
Outlet,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.75534353,72.24514583,Outlet
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.755403,72.24539389,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.72602567,72.2476306,Bridge
Outlet,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.71545238,72.24787027,Outlet
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.71499099,72.24807075,Bridge
DR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.69163166,72.23958134,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.6915282,72.23956096,Bridge
Motorway Bridge M-3,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.68401846,72.23780906,Bridge
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.67721785,72.23628,Bridge
Syphon Structure,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.6466757,72.22748611,Syphon
VR Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.646341,72.22763805,Bridge
Foot Bridge,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.6283995,72.22169976,Bridge
Tail Structure,Haveli Main Canal,Trimmu Barrage,Haveli,Multan,30.58469144,72.20773969,Other
